,Survived,Pclass,SibSp,Parch,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Age,Fare
376,1,2,0,0,0,0,1,1,0,3.5263605246161616,2.302585092994046
377,1,2,0,0,0,0,1,0,1,4.127134385045092,2.302585092994046
378,1,2,1,1,0,0,1,1,0,3.2188758248682006,3.4011973816621555
379,0,2,0,0,0,0,1,0,1,3.5553480614894135,2.302585092994046
380,0,2,0,0,0,0,1,0,1,3.295836866004329,3.258096538021482
381,0,2,1,0,1,0,0,0,1,3.4657359027997265,3.4011973816621555
382,1,2,1,3,0,0,1,1,0,3.9889840465642745,3.1354942159291497
383,0,2,2,1,0,0,1,0,1,3.1354942159291497,2.3978952727983707
384,1,2,2,1,0,0,1,0,1,0.0,3.6635616461296463
385,1,2,0,1,0,0,1,1,0,3.912023005428146,3.258096538021482
386,0,2,0,0,0,0,1,0,1,3.1354942159291497,2.5649493574615367
387,0,2,0,0,1,0,0,0,1,3.295836866004329,2.70805020110221
388,0,2,0,0,0,0,1,0,1,3.9889840465642745,3.258096538021482
389,0,2,0,0,0,0,1,0,1,3.1354942159291497,2.5649493574615367
390,0,2,0,0,0,0,1,0,1,3.6635616461296463,2.5649493574615367
391,0,2,0,0,0,0,1,0,1,3.5553480614894135,0.0
392,0,2,0,0,0,0,1,0,1,3.58351893845611,2.302585092994046
393,0,2,1,0,0,0,1,0,1,3.2188758248682006,3.258096538021482
394,1,2,0,0,0,0,1,1,0,3.912023005428146,2.302585092994046
395,0,2,0,0,0,0,1,0,1,3.4011973816621555,2.5649493574615367
396,1,2,0,1,0,0,1,1,0,3.713572066704308,2.9444389791664403
397,0,2,0,0,0,0,1,0,1,3.332204510175204,2.5649493574615367
398,1,2,0,0,0,0,1,1,0,3.58351893845611,3.4965075614664802
399,1,2,0,0,0,0,1,1,0,3.4657359027997265,2.5649493574615367
400,0,3,0,0,0,0,1,0,1,3.4657359027997265,1.9459101490553132
401,0,3,0,0,0,0,1,0,1,2.772588722239781,2.0794415416798357
402,0,3,2,0,0,0,1,0,1,3.713572066704308,2.6390573296152584
403,0,3,0,0,1,0,0,0,1,3.1780538303479458,1.9459101490553132
404,0,3,0,0,0,0,1,0,1,2.9444389791664403,2.6390573296152584
405,0,3,0,5,0,1,0,1,0,3.6635616461296463,3.367295829986474
406,0,3,3,2,0,0,1,1,0,2.1972245773362196,3.295836866004329
407,0,3,0,0,1,0,0,0,1,3.4011973816621555,2.0794415416798357
408,0,3,0,0,0,0,1,0,1,3.2188758248682006,1.9459101490553132
409,0,3,1,0,1,0,0,1,0,2.772588722239781,2.6390573296152584
410,0,3,1,2,0,0,1,1,0,3.091042453358316,3.1354942159291497
411,1,3,0,0,0,0,1,0,1,3.4657359027997265,1.9459101490553132
412,1,3,0,3,1,0,0,1,0,3.1780538303479458,2.9444389791664403
413,0,3,0,0,0,0,1,0,1,3.044522437723423,1.9459101490553132
414,0,3,8,2,0,0,1,1,0,2.1972245773362196,4.23410650459726
415,1,3,1,0,0,1,0,1,0,3.091042453358316,2.70805020110221
416,0,3,0,0,0,0,1,0,1,3.258096538021482,1.9459101490553132
417,0,3,1,1,0,0,1,0,1,3.58351893845611,3.1780538303479458
418,0,3,0,0,0,0,1,0,1,3.332204510175204,1.9459101490553132
419,0,3,0,0,0,0,1,0,1,3.4657359027997265,1.9459101490553132
420,0,3,1,5,0,0,1,1,0,3.6635616461296463,3.4339872044851463
421,0,3,0,0,0,0,1,0,1,3.8918202981106265,0.0
422,0,3,0,0,0,0,1,0,1,2.9444389791664403,1.9459101490553132
423,0,3,0,0,1,0,0,0,1,3.4339872044851463,1.9459101490553132
424,0,3,0,0,0,0,1,0,1,3.332204510175204,1.9459101490553132
425,0,3,0,0,0,0,1,0,1,3.4011973816621555,1.9459101490553132
426,0,3,1,0,0,0,1,0,1,3.58351893845611,2.70805020110221
427,0,3,0,0,0,0,1,0,1,3.8501476017100584,2.1972245773362196
428,0,3,0,0,0,0,1,0,1,3.784189633918261,2.0794415416798357
429,0,3,0,0,0,0,1,0,1,2.995732273553991,2.1972245773362196
430,0,3,0,0,0,1,0,0,1,3.4657359027997265,1.9459101490553132
431,0,3,0,0,0,0,1,0,1,3.9318256327243257,1.9459101490553132
432,0,3,0,0,0,0,1,0,1,3.5553480614894135,2.0794415416798357
433,0,3,0,0,0,0,1,0,1,3.8501476017100584,1.9459101490553132
434,0,3,0,0,0,1,0,0,1,3.295836866004329,1.9459101490553132
435,0,3,0,0,0,0,1,0,1,3.258096538021482,1.9459101490553132
436,0,3,0,0,0,0,1,1,0,3.091042453358316,2.302585092994046
437,0,3,0,0,0,0,1,0,1,3.091042453358316,2.0794415416798357
438,0,3,0,0,0,0,1,0,1,3.4657359027997265,2.0794415416798357
439,0,3,0,0,0,0,1,0,1,3.4965075614664802,1.9459101490553132
440,0,3,0,0,0,0,1,0,1,3.044522437723423,2.772588722239781
441,1,3,0,0,1,0,0,1,0,2.70805020110221,1.9459101490553132
442,1,3,1,1,1,0,0,0,1,2.995732273553991,2.70805020110221
443,0,3,1,0,1,0,0,0,1,3.295836866004329,2.6390573296152584
444,0,3,0,0,0,0,1,0,1,3.5553480614894135,1.9459101490553132
445,0,3,0,0,0,0,1,0,1,3.2188758248682006,2.1972245773362196
446,1,3,1,1,0,0,1,0,1,1.3862943611198906,2.3978952727983707
447,0,3,1,0,0,0,1,1,0,3.258096538021482,2.772588722239781
448,0,3,1,1,0,0,1,0,1,3.5263605246161616,2.6390573296152584
449,0,3,0,2,0,1,0,1,0,3.2188758248682006,1.9459101490553132
450,0,3,4,1,0,1,0,0,1,2.0794415416798357,3.367295829986474
451,0,3,5,2,0,0,1,0,1,2.6390573296152584,3.828641396489095
452,0,3,1,0,0,0,1,0,1,3.295836866004329,2.772588722239781
453,0,3,1,1,0,0,1,0,1,2.772588722239781,2.995732273553991
454,1,3,0,0,0,0,1,0,1,3.4339872044851463,1.9459101490553132
455,0,3,1,0,0,0,1,0,1,3.1780538303479458,2.772588722239781
456,1,3,0,1,1,0,0,0,1,0.0,2.0794415416798357
457,0,3,0,0,0,0,1,0,1,3.332204510175204,1.9459101490553132
458,0,3,0,0,0,0,1,0,1,3.332204510175204,1.9459101490553132
459,1,3,0,0,0,0,1,0,1,3.295836866004329,1.791759469228055
460,0,3,1,3,0,0,1,1,0,3.871201010907891,3.5263605246161616
461,0,3,0,0,0,0,1,0,1,3.332204510175204,2.772588722239781
462,0,3,0,0,0,0,1,0,1,3.4339872044851463,1.9459101490553132
463,0,3,0,0,0,0,1,1,0,2.8903717578961645,1.9459101490553132
464,0,3,0,0,1,0,0,0,1,2.3978952727983707,2.8903717578961645
465,0,3,0,0,0,1,0,0,1,3.4339872044851463,1.9459101490553132
466,0,3,0,0,0,0,1,0,1,3.258096538021482,1.9459101490553132
467,0,3,1,0,0,0,1,1,0,3.2188758248682006,1.9459101490553132
468,1,3,0,0,0,1,0,1,0,2.995732273553991,1.9459101490553132
469,0,3,0,0,0,0,1,0,1,2.995732273553991,2.0794415416798357
470,0,3,1,0,0,0,1,0,1,2.833213344056216,1.9459101490553132
471,0,3,4,2,0,0,1,1,0,1.791759469228055,3.4339872044851463
472,0,3,0,0,0,1,0,0,1,3.4657359027997265,2.70805020110221
473,0,3,0,0,0,0,1,0,1,3.4011973816621555,2.0794415416798357
474,0,3,0,0,0,0,1,0,1,2.9444389791664403,1.9459101490553132
475,0,3,0,0,0,0,1,1,0,3.1354942159291497,1.9459101490553132
476,0,3,0,0,0,0,1,0,1,3.7612001156935624,1.791759469228055
477,0,3,3,2,0,0,1,0,1,2.302585092994046,3.295836866004329
478,0,3,0,0,0,0,1,0,1,3.367295829986474,2.1972245773362196
479,0,3,0,0,0,0,1,0,1,3.6635616461296463,3.1780538303479458
480,1,3,0,1,0,0,1,0,1,1.791759469228055,2.4849066497880004
481,0,3,0,0,0,0,1,0,1,3.4965075614664802,2.1972245773362196
482,0,3,0,0,0,0,1,0,1,3.1354942159291497,1.9459101490553132
483,1,3,0,0,0,0,1,1,0,2.8903717578961645,1.9459101490553132
484,0,3,0,0,0,0,1,0,1,3.2188758248682006,1.9459101490553132
485,0,3,0,0,0,0,1,0,1,3.2188758248682006,1.9459101490553132
486,0,3,1,2,0,0,1,0,1,2.995732273553991,3.1354942159291497
487,0,3,0,0,0,1,0,0,1,3.4657359027997265,1.9459101490553132
488,0,3,8,2,0,0,1,1,0,2.302585092994046,4.23410650459726
489,1,3,0,0,1,0,0,1,0,2.5649493574615367,1.9459101490553132
490,0,3,0,0,0,1,0,0,1,3.332204510175204,1.9459101490553132
491,0,3,0,0,0,0,1,0,1,3.2188758248682006,1.9459101490553132
492,1,3,0,0,0,0,1,1,0,1.6094379124341003,2.4849066497880004
493,0,3,0,0,0,1,0,0,1,3.4657359027997265,1.9459101490553132
494,0,3,0,0,0,0,1,0,1,2.8903717578961645,1.9459101490553132
495,0,3,0,0,1,0,0,0,1,3.4657359027997265,1.9459101490553132
496,0,3,0,0,0,0,1,0,1,3.871201010907891,1.9459101490553132
497,0,3,0,0,0,0,1,0,1,3.1780538303479458,2.1972245773362196
498,0,3,0,0,0,0,1,0,1,3.4657359027997265,2.0794415416798357
499,0,3,1,0,0,1,0,0,1,3.58351893845611,3.1780538303479458
500,0,3,0,0,0,1,0,1,0,3.4011973816621555,1.9459101490553132
501,0,3,0,0,0,0,1,0,1,2.772588722239781,1.9459101490553132
502,1,3,0,0,0,0,1,1,0,3.4339872044851463,2.0794415416798357
503,1,3,0,0,1,0,0,0,1,2.995732273553991,1.9459101490553132
504,0,3,0,0,0,0,1,0,1,3.713572066704308,1.9459101490553132
505,0,3,0,0,0,0,1,0,1,3.1780538303479458,2.6390573296152584
506,0,3,0,0,1,0,0,0,1,3.4011973816621555,1.9459101490553132
507,0,3,0,0,0,0,1,0,1,3.5263605246161616,2.0794415416798357
508,0,3,0,0,0,0,1,0,1,3.332204510175204,1.9459101490553132
509,0,3,1,1,0,0,1,1,0,3.4011973816621555,3.1780538303479458
510,1,3,0,0,0,0,1,0,1,3.295836866004329,2.0794415416798357
511,0,3,0,5,0,0,1,1,0,3.713572066704308,3.6635616461296463
512,1,3,0,1,0,0,1,1,0,3.295836866004329,2.4849066497880004
513,0,3,0,0,0,1,0,0,1,3.4339872044851463,1.791759469228055
514,1,3,0,0,0,0,1,1,0,2.8903717578961645,2.1972245773362196
515,0,3,0,0,0,0,1,0,1,3.1780538303479458,2.0794415416798357
516,0,3,0,0,0,0,1,0,1,2.8903717578961645,1.9459101490553132
517,0,3,0,0,1,0,0,0,1,3.5553480614894135,1.9459101490553132
518,0,3,4,2,0,0,1,0,1,1.3862943611198906,3.4339872044851463
519,0,3,0,0,0,0,1,0,1,3.7612001156935624,2.0794415416798357
520,0,3,0,0,0,0,1,0,1,3.367295829986474,1.9459101490553132
521,1,3,1,0,0,0,1,0,1,2.995732273553991,1.9459101490553132
522,0,3,0,0,0,0,1,0,1,3.58351893845611,1.9459101490553132
523,0,3,0,0,1,0,0,0,1,3.6888794541139363,1.9459101490553132
524,0,3,0,0,0,0,1,0,1,4.30406509320417,1.9459101490553132
525,0,3,1,1,0,1,0,1,0,3.4657359027997265,2.70805020110221
526,0,3,8,2,0,0,1,0,1,2.1972245773362196,4.23410650459726
527,0,3,0,0,0,0,1,0,1,3.295836866004329,1.9459101490553132
528,0,3,0,0,0,1,0,1,0,2.8903717578961645,1.791759469228055
529,1,3,0,0,0,1,0,1,0,2.995732273553991,1.9459101490553132
530,0,3,0,0,0,0,1,0,1,3.044522437723423,2.0794415416798357
531,0,3,0,0,0,0,1,0,1,3.295836866004329,1.9459101490553132
532,1,3,0,0,0,0,1,1,0,3.1354942159291497,1.9459101490553132
533,0,3,0,0,0,0,1,0,1,3.367295829986474,1.9459101490553132
534,0,3,0,0,0,0,1,0,1,2.9444389791664403,1.9459101490553132
535,1,3,2,1,1,0,0,1,0,0.0,2.9444389791664403
536,1,3,0,0,0,0,1,0,1,3.4011973816621555,4.02535169073515
537,0,3,3,2,0,0,1,1,0,0.6931471805599453,3.295836866004329
538,1,3,0,1,0,0,1,1,0,2.8903717578961645,2.1972245773362196
539,0,3,0,0,0,0,1,0,1,2.995732273553991,1.9459101490553132
540,0,3,1,1,1,0,0,1,0,2.1972245773362196,2.70805020110221
541,0,3,1,6,0,0,1,1,0,3.7612001156935624,3.828641396489095
542,0,3,0,0,0,0,1,0,1,3.7376696182833684,1.9459101490553132
543,0,3,0,0,0,0,1,0,1,2.833213344056216,2.0794415416798357
544,0,3,0,0,0,0,1,0,1,3.4011973816621555,4.02535169073515
545,1,3,1,1,1,0,0,0,1,2.70805020110221,2.70805020110221
546,1,3,0,0,0,1,0,0,1,3.4657359027997265,1.9459101490553132
547,0,3,1,0,0,0,1,0,1,3.258096538021482,1.9459101490553132
548,0,3,0,0,0,1,0,0,1,3.2188758248682006,1.9459101490553132
549,0,3,0,1,1,0,0,1,0,2.8903717578961645,2.6390573296152584
550,1,3,1,0,1,0,0,1,0,2.70805020110221,2.6390573296152584
551,0,3,0,0,1,0,0,0,1,3.1780538303479458,1.9459101490553132
552,0,3,0,0,0,0,1,0,1,3.1354942159291497,1.9459101490553132
553,0,3,0,0,0,0,1,0,1,2.8903717578961645,2.0794415416798357
554,0,3,0,0,0,0,1,0,1,3.7376696182833684,1.9459101490553132
555,0,3,0,0,0,0,1,0,1,3.044522437723423,2.0794415416798357
556,1,3,0,0,0,1,0,1,0,2.8903717578961645,1.9459101490553132
557,0,3,0,0,0,0,1,0,1,3.784189633918261,2.0794415416798357
558,0,3,0,0,0,0,1,0,1,3.4965075614664802,2.0794415416798357
559,0,3,0,0,1,0,0,0,1,3.2188758248682006,1.9459101490553132
560,1,3,0,0,0,0,1,0,1,3.4011973816621555,4.02535169073515
561,1,3,0,1,1,0,0,1,0,1.3862943611198906,2.5649493574615367
562,1,3,0,0,0,0,1,0,1,3.4657359027997265,4.02535169073515
563,0,3,0,0,0,0,1,0,1,2.8903717578961645,1.9459101490553132
564,0,3,0,0,0,0,1,0,1,2.9444389791664403,2.302585092994046
565,0,3,4,1,0,0,1,0,1,2.6390573296152584,3.6635616461296463
566,0,3,0,0,0,0,1,0,1,2.995732273553991,1.9459101490553132
567,1,3,1,2,0,0,1,0,1,0.0,2.995732273553991
568,0,3,0,0,0,0,1,0,1,2.995732273553991,2.1972245773362196
569,0,3,0,0,0,1,0,1,0,3.044522437723423,2.0794415416798357
570,0,3,0,0,1,0,0,0,1,3.5263605246161616,1.791759469228055
571,0,3,4,1,0,0,1,0,1,0.6931471805599453,3.6635616461296463
572,0,3,0,0,0,0,1,0,1,3.4965075614664802,1.9459101490553132
573,0,3,1,0,0,0,1,0,1,3.091042453358316,1.9459101490553132
574,1,3,0,0,0,0,1,0,1,3.4657359027997265,1.9459101490553132
575,0,3,0,0,0,0,1,0,1,3.258096538021482,1.9459101490553132
576,0,3,0,0,0,0,1,0,1,2.833213344056216,2.0794415416798357
577,0,3,4,1,0,0,1,0,1,0.0,3.6635616461296463
578,1,3,0,2,0,0,1,0,1,2.1972245773362196,2.995732273553991
579,0,3,1,4,0,0,1,1,0,3.8066624897703196,3.295836866004329
580,0,3,0,0,0,0,1,0,1,3.332204510175204,4.02535169073515
581,0,3,4,1,0,1,0,0,1,1.3862943611198906,3.367295829986474
582,1,3,1,1,0,0,1,1,0,0.0,2.3978952727983707
583,0,3,0,0,0,0,1,0,1,3.044522437723423,1.9459101490553132
584,0,3,1,1,0,0,1,0,1,2.8903717578961645,1.9459101490553132
585,0,3,3,1,0,0,1,0,1,2.0794415416798357,3.2188758248682006
586,0,3,0,0,0,0,1,0,1,3.58351893845611,0.0
587,0,3,8,2,0,0,1,1,0,2.302585092994046,4.23410650459726
588,0,3,4,2,0,0,1,0,1,2.1972245773362196,3.4339872044851463
589,1,3,0,2,0,0,1,1,0,1.3862943611198906,3.091042453358316
590,0,3,0,1,0,0,1,0,1,3.784189633918261,2.772588722239781
591,0,3,8,2,0,0,1,0,1,2.1972245773362196,4.23410650459726
592,0,3,0,0,0,0,1,0,1,3.2188758248682006,2.0794415416798357
593,0,3,0,0,0,0,1,0,1,3.4011973816621555,2.0794415416798357
594,1,3,1,1,1,0,0,1,0,2.4849066497880004,3.091042453358316
595,0,3,0,0,0,0,1,0,1,3.8066624897703196,1.791759469228055
596,0,3,0,0,1,0,0,0,1,3.4965075614664802,1.9459101490553132
597,0,3,0,0,0,0,1,0,1,2.995732273553991,1.9459101490553132
598,0,3,1,0,0,0,1,1,0,3.8501476017100584,2.6390573296152584
599,0,3,0,0,0,0,1,0,1,2.772588722239781,2.1972245773362196
600,0,3,0,2,1,0,0,1,0,2.70805020110221,2.70805020110221
601,1,3,1,0,0,1,0,1,0,2.9444389791664403,2.70805020110221
602,1,3,0,0,0,0,1,1,0,3.091042453358316,1.9459101490553132
603,0,3,0,0,0,1,0,0,1,2.9444389791664403,1.791759469228055
604,1,3,0,0,0,0,1,0,1,3.295836866004329,1.9459101490553132
605,0,3,2,2,0,0,1,1,0,2.1972245773362196,3.5263605246161616
606,0,3,0,0,0,0,1,0,1,4.007333185232471,2.0794415416798357
607,0,3,0,2,0,0,1,0,1,3.6888794541139363,2.6390573296152584
608,0,3,0,0,0,0,1,0,1,3.4011973816621555,1.9459101490553132
609,1,3,0,0,0,1,0,1,0,2.772588722239781,1.9459101490553132
610,1,3,1,0,0,0,1,1,0,3.1780538303479458,2.70805020110221
611,0,3,1,1,0,1,0,0,1,3.6888794541139363,2.70805020110221
612,0,3,0,0,0,0,1,0,1,3.58351893845611,1.9459101490553132
613,1,3,1,0,0,0,1,1,0,2.9444389791664403,1.9459101490553132
614,0,3,0,0,0,0,1,0,1,2.995732273553991,1.9459101490553132
615,0,3,3,1,0,0,1,1,0,2.1972245773362196,3.2188758248682006
616,0,3,0,0,0,0,1,0,1,3.367295829986474,1.9459101490553132
617,1,3,4,2,0,0,1,1,0,1.6094379124341003,3.4339872044851463
618,0,3,0,0,0,0,1,1,0,3.1780538303479458,1.9459101490553132
619,0,3,1,0,1,0,0,1,0,2.772588722239781,2.6390573296152584
620,1,3,1,0,0,1,0,1,0,2.9444389791664403,2.70805020110221
621,0,3,0,0,0,0,1,0,1,3.091042453358316,2.1972245773362196
622,0,3,0,0,0,0,1,0,1,3.091042453358316,1.9459101490553132
623,0,3,0,0,0,0,1,1,0,3.2188758248682006,1.9459101490553132
624,0,3,0,0,0,0,1,0,1,3.4011973816621555,1.9459101490553132
625,0,3,1,1,0,0,1,1,0,3.367295829986474,2.302585092994046
626,0,3,1,0,0,0,1,0,1,3.4011973816621555,2.772588722239781
627,0,3,0,2,0,0,1,1,0,3.713572066704308,2.995732273553991
628,1,3,0,2,1,0,0,1,0,3.367295829986474,2.70805020110221
629,0,3,0,0,0,1,0,0,1,3.4657359027997265,1.9459101490553132
630,0,3,0,0,1,0,0,0,1,3.4011973816621555,1.9459101490553132
631,1,3,0,0,0,0,1,0,1,3.1780538303479458,1.9459101490553132
632,0,3,0,0,0,0,1,0,1,3.258096538021482,1.9459101490553132
633,1,3,0,0,0,0,1,0,1,2.772588722239781,2.0794415416798357
634,0,3,0,0,0,1,0,0,1,3.4657359027997265,1.9459101490553132
635,0,3,0,1,0,0,1,0,1,3.7376696182833684,2.0794415416798357
636,1,3,0,0,0,1,0,1,0,3.091042453358316,1.9459101490553132
637,0,3,0,0,0,0,1,0,1,3.332204510175204,2.1972245773362196
638,0,3,8,2,0,0,1,0,1,2.1972245773362196,4.23410650459726
639,0,3,0,0,0,0,1,0,1,3.5263605246161616,1.791759469228055
640,0,3,0,0,1,0,0,0,1,3.8066624897703196,1.9459101490553132
641,0,3,0,0,0,0,1,0,1,3.9318256327243257,2.0794415416798357
642,1,3,0,0,0,0,1,0,1,2.8903717578961645,2.0794415416798357
643,0,3,1,0,0,0,1,0,1,3.4657359027997265,2.70805020110221
644,1,3,0,0,1,0,0,0,1,3.258096538021482,2.8903717578961645
645,1,3,0,0,0,1,0,1,0,2.772588722239781,1.9459101490553132
646,0,3,0,0,0,0,1,0,1,3.1780538303479458,1.9459101490553132
647,0,3,0,0,0,0,1,0,1,3.091042453358316,1.9459101490553132
648,0,3,1,0,0,1,0,0,1,3.4657359027997265,1.9459101490553132
649,1,3,0,0,0,0,1,1,0,3.295836866004329,1.9459101490553132
650,0,3,0,1,0,0,1,1,0,0.6931471805599453,2.302585092994046
651,0,3,0,0,0,1,0,0,1,3.4657359027997265,1.9459101490553132
652,1,3,1,0,1,0,0,0,1,2.4849066497880004,2.3978952727983707
653,0,3,0,0,0,0,1,0,1,3.4657359027997265,2.0794415416798357
654,0,3,0,0,0,0,1,0,1,3.044522437723423,2.0794415416798357
655,0,3,2,0,0,0,1,1,0,2.8903717578961645,2.8903717578961645
656,1,3,1,0,1,0,0,1,0,2.6390573296152584,2.3978952727983707
657,0,3,1,0,0,0,1,1,0,3.6888794541139363,2.1972245773362196
658,0,3,0,0,1,0,0,0,1,3.332204510175204,1.9459101490553132
659,1,3,0,0,0,1,0,1,0,2.9444389791664403,1.9459101490553132
660,0,3,0,0,0,0,1,0,1,3.4657359027997265,2.0794415416798357
661,1,3,0,0,1,0,0,0,1,3.1780538303479458,1.9459101490553132
662,0,3,1,0,0,1,0,0,1,3.332204510175204,2.70805020110221
663,0,3,2,0,1,0,0,0,1,2.9444389791664403,3.044522437723423
664,0,3,1,0,0,0,1,1,0,2.8903717578961645,2.833213344056216
665,0,3,4,1,0,0,1,0,1,1.9459101490553132,3.6635616461296463
666,0,3,0,0,0,0,1,0,1,3.044522437723423,1.9459101490553132
667,0,3,0,0,1,0,0,0,1,3.332204510175204,1.9459101490553132
668,0,3,5,2,0,0,1,0,1,2.3978952727983707,3.828641396489095
669,0,3,0,0,1,0,0,0,1,3.091042453358316,1.9459101490553132
670,1,3,0,0,0,1,0,1,0,3.091042453358316,1.9459101490553132
671,0,3,3,2,0,0,1,0,1,1.3862943611198906,3.295836866004329
672,1,3,0,0,0,1,0,1,0,3.091042453358316,1.9459101490553132
673,1,3,0,0,0,1,0,1,0,3.044522437723423,1.9459101490553132
674,1,3,0,0,0,0,1,1,0,3.258096538021482,1.9459101490553132
675,0,3,0,0,0,0,1,0,1,3.5553480614894135,2.0794415416798357
676,0,3,0,0,0,1,0,0,1,3.58351893845611,2.0794415416798357
677,0,3,3,1,0,0,1,0,1,0.6931471805599453,3.044522437723423
678,1,3,0,2,0,0,1,1,0,3.295836866004329,2.3978952727983707
679,1,3,1,1,0,0,1,1,0,1.3862943611198906,2.772588722239781
680,0,3,0,0,0,0,1,0,1,2.995732273553991,2.0794415416798357
681,0,3,0,0,0,0,1,0,1,3.295836866004329,1.9459101490553132
682,0,3,1,5,0,0,1,0,1,3.6635616461296463,3.4339872044851463
683,0,3,4,1,0,1,0,0,1,0.6931471805599453,3.367295829986474
684,0,3,1,0,0,0,1,1,0,3.4339872044851463,2.8903717578961645
685,1,3,0,0,1,0,0,1,0,2.70805020110221,1.9459101490553132
686,1,3,0,0,0,1,0,1,0,2.70805020110221,2.0794415416798357
687,0,3,3,1,0,0,1,1,0,2.0794415416798357,3.044522437723423
688,1,3,1,5,0,0,1,1,0,3.6375861597263857,3.4339872044851463
689,0,3,0,0,1,0,0,0,1,3.4011973816621555,1.9459101490553132
690,0,3,0,0,0,0,1,1,0,2.6390573296152584,1.9459101490553132
691,1,3,4,2,0,0,1,0,1,1.0986122886681098,3.4339872044851463
692,1,3,1,1,1,0,0,0,1,2.70805020110221,2.70805020110221
693,1,3,4,2,0,0,1,1,0,2.833213344056216,1.9459101490553132
694,0,3,0,0,0,0,1,1,0,3.332204510175204,1.9459101490553132
695,0,3,0,0,0,0,1,0,1,3.295836866004329,1.9459101490553132
696,0,3,0,0,0,0,1,0,1,3.4965075614664802,2.0794415416798357
697,0,3,2,0,0,0,1,0,1,3.6109179126442243,1.9459101490553132
698,0,3,0,0,0,0,1,0,1,3.332204510175204,1.9459101490553132
699,1,3,0,0,0,0,1,1,0,3.044522437723423,1.9459101490553132
700,1,3,0,0,0,0,1,0,1,3.367295829986474,1.9459101490553132
701,0,3,0,0,0,0,1,0,1,3.4965075614664802,2.0794415416798357
702,0,3,0,0,0,0,1,0,1,3.6375861597263857,1.9459101490553132
703,0,3,1,0,1,0,0,1,0,2.6390573296152584,2.6390573296152584
704,0,3,0,0,0,0,1,0,1,3.091042453358316,2.0794415416798357
705,0,3,1,0,0,0,1,1,0,2.995732273553991,2.1972245773362196
706,0,3,0,0,1,0,0,1,0,2.833213344056216,2.6390573296152584
707,0,3,0,0,0,0,1,0,1,3.044522437723423,1.9459101490553132
708,0,3,0,0,0,1,0,0,1,4.248495242049359,1.9459101490553132
709,0,3,4,2,0,0,1,1,0,0.6931471805599453,3.4339872044851463
710,1,3,1,0,0,1,0,1,0,3.091042453358316,3.1780538303479458
711,0,3,0,0,0,0,1,0,1,2.9444389791664403,2.0794415416798357
712,0,3,0,0,0,0,1,0,1,4.07753744390572,1.9459101490553132
713,0,3,0,0,0,0,1,0,1,2.995732273553991,1.9459101490553132
714,0,3,2,0,0,0,1,0,1,3.258096538021482,2.0794415416798357
715,0,3,5,2,0,0,1,1,0,2.772588722239781,3.828641396489095
716,0,3,1,0,1,0,0,0,1,3.258096538021482,2.6390573296152584
717,1,3,0,0,0,0,1,0,1,3.4657359027997265,4.02535169073515
718,0,3,0,0,0,0,1,0,1,3.2188758248682006,1.9459101490553132
719,0,3,0,0,0,0,1,0,1,3.332204510175204,1.9459101490553132
720,0,3,0,0,0,0,1,0,1,3.4657359027997265,2.0794415416798357
721,0,3,1,2,0,0,1,0,1,3.258096538021482,2.995732273553991
722,1,3,0,0,0,0,1,1,0,3.4011973816621555,2.4849066497880004
723,1,3,0,0,0,0,1,0,1,3.367295829986474,2.1972245773362196
724,1,3,0,0,0,1,0,1,0,3.091042453358316,1.9459101490553132
725,1,3,3,0,0,0,1,1,0,3.4965075614664802,2.70805020110221
726,0,3,1,3,0,0,1,0,1,2.772588722239781,3.5263605246161616
727,0,3,0,0,0,0,1,0,1,3.4657359027997265,2.0794415416798357
728,0,3,0,0,0,0,1,0,1,3.1780538303479458,2.0794415416798357
729,0,3,0,0,0,0,1,0,1,3.367295829986474,2.0794415416798357
730,0,3,0,0,0,0,1,0,1,3.091042453358316,2.1972245773362196
731,1,3,0,0,0,1,0,1,0,3.091042453358316,1.9459101490553132
732,0,3,0,0,0,1,0,1,0,3.091042453358316,1.9459101490553132
733,1,3,1,0,0,0,1,0,1,3.2188758248682006,1.9459101490553132
734,1,3,2,1,1,0,0,1,0,0.0,2.9444389791664403
735,0,3,0,0,0,0,1,0,1,3.4011973816621555,1.9459101490553132
736,0,3,0,0,0,0,1,0,1,3.6375861597263857,2.0794415416798357
737,0,3,0,0,0,0,1,1,0,3.091042453358316,2.1972245773362196
738,0,3,1,0,0,0,1,0,1,3.367295829986474,1.9459101490553132
739,0,3,0,0,0,0,1,0,1,3.091042453358316,1.9459101490553132
740,1,3,0,1,0,0,1,1,0,0.6931471805599453,2.4849066497880004
741,0,3,5,2,0,0,1,0,1,2.1972245773362196,3.828641396489095
742,0,3,0,0,0,0,1,0,1,3.912023005428146,2.0794415416798357
743,1,3,0,0,0,0,1,1,0,4.143134726391533,2.1972245773362196
744,0,3,3,1,0,0,1,1,0,2.1972245773362196,3.2188758248682006
745,0,3,0,0,0,0,1,0,1,3.4011973816621555,2.0794415416798357
746,1,3,1,1,0,0,1,0,1,2.1972245773362196,2.70805020110221
747,0,3,1,0,0,0,1,0,1,3.295836866004329,2.9444389791664403
748,0,3,0,0,0,0,1,0,1,3.044522437723423,1.9459101490553132
749,0,3,0,0,0,1,0,0,1,3.367295829986474,1.9459101490553132
