,Pclass,SibSp,Parch,Survived,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Age,Fare
375,3,0,0,0,0,0,1,0,1,2.995732273553991,1.9459101490553132
376,3,1,0,1,1,0,0,1,0,3.044522437723423,2.6390573296152584
377,3,1,2,0,0,0,1,0,1,2.6390573296152584,3.1354942159291497
378,3,0,0,0,0,0,1,0,1,3.295836866004329,1.9459101490553132
379,3,0,2,0,0,0,1,0,1,0.0,2.6390573296152584
380,3,0,0,0,0,0,1,0,1,2.833213344056216,2.0794415416798357
381,3,0,0,1,0,1,0,1,0,3.258096538021482,2.70805020110221
382,3,0,0,1,0,0,1,1,0,2.8903717578961645,1.9459101490553132
383,3,4,2,0,0,0,1,0,1,2.5649493574615367,3.4339872044851463
384,3,0,2,1,0,0,1,1,0,3.58351893845611,2.4849066497880004
385,3,0,0,0,0,0,1,0,1,4.0943445622221,2.302585092994046
386,3,0,0,0,1,0,0,0,1,3.091042453358316,1.9459101490553132
387,3,0,0,0,0,0,1,0,1,3.091042453358316,2.0794415416798357
388,3,3,0,0,0,0,1,0,1,3.4339872044851463,2.8903717578961645
389,3,0,0,0,0,0,1,0,1,3.1780538303479458,1.9459101490553132
390,3,5,2,1,0,0,1,1,0,2.302585092994046,3.828641396489095
391,3,0,0,1,0,0,1,1,0,3.1354942159291497,2.0794415416798357
392,3,0,0,0,1,0,0,0,1,3.258096538021482,1.9459101490553132
393,3,0,0,0,0,0,1,0,1,3.1780538303479458,1.9459101490553132
394,3,0,0,0,0,0,1,0,1,3.7612001156935624,1.9459101490553132
395,3,1,0,0,1,0,0,0,1,2.995732273553991,1.791759469228055
396,3,0,4,1,0,0,1,1,0,3.1354942159291497,3.2188758248682006
397,3,1,6,0,0,0,1,0,1,3.6888794541139363,3.828641396489095
398,3,0,0,1,0,0,1,1,0,3.1354942159291497,1.9459101490553132
399,3,0,2,1,0,0,1,1,0,3.258096538021482,2.5649493574615367
400,3,0,0,1,0,1,0,1,0,3.258096538021482,1.9459101490553132
401,3,0,0,0,0,0,1,0,1,3.4965075614664802,1.9459101490553132
402,3,1,1,0,0,0,1,0,1,2.3978952727983707,2.6390573296152584
403,3,8,2,1,0,0,1,1,0,2.833213344056216,4.23410650459726
404,3,2,0,0,0,0,1,0,1,2.833213344056216,2.0794415416798357
405,3,0,0,0,0,1,0,0,1,3.258096538021482,1.9459101490553132
406,3,1,5,0,0,0,1,0,1,3.6888794541139363,3.4339872044851463
407,3,0,0,0,1,0,0,0,1,3.091042453358316,1.9459101490553132
408,3,1,0,0,0,0,1,0,1,3.1354942159291497,2.5649493574615367
409,3,0,0,0,1,0,0,0,1,3.295836866004329,1.9459101490553132
410,3,0,0,0,0,0,1,0,1,3.2188758248682006,1.9459101490553132
411,3,0,0,1,0,0,1,1,0,3.091042453358316,2.0794415416798357
412,3,2,2,0,0,0,1,0,1,2.8903717578961645,3.5263605246161616
413,3,1,1,1,0,0,1,1,0,3.258096538021482,3.091042453358316
414,3,0,0,0,0,0,1,0,1,3.332204510175204,1.9459101490553132
415,3,1,1,0,1,0,0,0,1,1.9459101490553132,2.70805020110221
416,3,0,0,1,0,0,1,1,0,3.044522437723423,2.0794415416798357
417,3,1,1,0,1,0,0,0,1,2.833213344056216,3.091042453358316
